,id_onibus,latitude,longitude,tempo_captura,tipo_veiculo
416,GL317,-25.548921,-49.29075,16:34,PADRON
417,05062,-25.41052,-49.24828,16:33,NAO ESPECIFICADO
418,05061,-25.38088,-49.22881,16:34,NAO ESPECIFICADO
419,KE703,-25.467306,-49.255095,16:33,BIARTICULADO
420,HC852,-25.537186,-49.306903,16:33,MICRO ESPECIAL
421,CL600,-25.38139,-49.185391,16:33,ARTICULADO
422,EA189,-25.469591,-49.255015,16:33,COMUM
423,GA698,-25.548753,-49.29147,16:34,ARTICULADO
424,BA017,-25.415486,-49.280983,16:34,COMUM
425,KA693,-25.467383,-49.254795,16:33,ARTICULADO
426,JC300,-25.449373,-49.366778,16:33,PADRON
427,BL334,-25.415403,-49.281478,16:33,PADRON
428,BE712,-25.394781,-49.242181,16:33,BIARTICULADO
429,BI889,-25.39448,-49.242433,16:33,MICRO ESPECIAL
430,GC007,-25.548768,-49.291335,16:33,COMUM
431,BA001,-25.39514,-49.242811,16:33,COMUM
432,HC853,-25.53718,-49.306766,16:34,MICRO ESPECIAL
433,HA612,-25.538836,-49.30741,16:34,ARTICULADO
434,06053,25.436971,-49.243638,16:32,NAO ESPECIFICADO
435,JL314,-25.44862,-49.365893,16:31,PADRON
436,BE716,-25.394671,-49.242606,16:34,BIARTICULADO
437,BI894,-25.414566,-49.280535,16:34,MICRO ESPECIAL
438,02037,-25.41066,-49.2662,16:34,NAO ESPECIFICADO
439,JL310,-25.448593,-49.366096,16:33,PADRON
440,KA699,-25.467386,-49.254586,16:33,ARTICULADO
441,BL328,-25.414423,-49.2809,16:33,PADRON
442,00001,-25.517123,-49.23046,16:33,NAO ESPECIFICADO
443,GB607,-25.549456,-49.290981,16:34,ARTICULADO
444,DL313,-25.467916,-49.254995,16:34,PADRON
445,HB302,-25.538388,-49.307043,16:33,PADRON
446,GC002,-25.548915,-49.291218,16:34,COMUM
447,HL304,-25.537681,-49.306775,16:33,PADRON
448,00045,-25.43374,-49.270152,16:33,NAO ESPECIFICADO
449,GE709,-25.549563,-49.291485,16:33,BIARTICULADO
450,BB605,-25.39498,-49.242623,16:29,ARTICULADO
451,03007,-25.47621,-49.29284,16:34,NAO ESPECIFICADO
452,03021,-25.44831,-49.28535,16:34,NAO ESPECIFICADO
453,EA019,-25.468658,-49.255796,16:33,COMUM
454,BC314,-25.398333,-49.212148,16:34,HIBRIDO
455,GR032,-25.550433,-49.291773,16:33,ARTICULADO
456,GC005,-25.548828,-49.291245,16:33,COMUM
457,HI853,-25.539738,-49.307953,16:32,MICRO ESPECIAL
458,00072,-25.502193,-49.237199,16:33,NAO ESPECIFICADO
459,DN608,-25.467828,-49.25428,16:34,MICRO ESPECIAL
460,JB606,-25.449101,-49.367208,16:27,ARTICULADO
461,06052,-25.436935,-49.243868,16:33,NAO ESPECIFICADO
462,MB601,-25.419481,-49.294126,16:33,ARTICULADO
463,00023,-25.47594,-49.24996,16:34,NAO ESPECIFICADO
464,BL607,-25.414618,-49.280696,16:34,ARTICULADO
465,GI016,-25.549588,-49.292245,16:34,COMUM
466,HI004,-25.540011,-49.308425,16:34,COMUM
